show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year
s1828,Movie,Under the Bombs,Philippe Aractingi,"Nada Abou Farhat, Georges Khabbaz, Bshara Atallah, Rawia Elchab, Elham Abbas, Iman Affara, Zahra Ali, Ali Maerouf Amer, Ali Azour, Najat Darwish","France, Lebanon, United Kingdom",2020-10-19,2007,TV-MA,94 min,"Dramas, Independent Movies, International Movies",A mother arrives in war-torn Lebanon looking for her missing son in the South as a cab driver agrees to escort her on her dangerous trip.,2020
s1829,TV Show,Unsolved Mysteries,,,,2020-10-19,2020,TV-MA,2 Seasons,"Crime TV Shows, Docuseries","Real cases of perplexing disappearances, shocking murders and paranormal encounters fuel this gripping revival of the iconic documentary series.",2020
s1830,Movie,West Beirut,Ziad Doueiri,"Rami Doueiri, Mohamad Chamas, Rola Al Amin, Carmen Lebbos, Joseph Bou Nassar, Liliane Nemri","France, Norway, Lebanon, Belgium",2020-10-19,1999,TV-MA,106 min,"Dramas, International Movies","Three intrepid teens roam the streets of Beirut in the midst of civil war, filming on a Super 8 camera and reckoning with the pains of growing up.",2020
s1831,Movie,What Did I Mess,Shady Hanna,"Rola Beksmati, Junaid Zeineldine, Abboudy Mallah, Tanya Nasr, Matteo El Khodr, Rita El Khoury, Tony Benn",Lebanon,2020-10-19,2018,TV-14,98 min,"Comedies, International Movies, Romantic Movies","In an attempt to get her ex to propose, Nayla hosts a gathering to introduce him to her new suitor — only for the party to turn into a hellish occasion.",2020
s1832,Movie,Whispers,Maroun Baghdadi,"Nadia Tueni, Ziad Rahbani","Lebanon, Canada, France",2020-10-19,1980,TV-14,93 min,"Documentaries, International Movies","With her home devastated by war, a Lebanese poet takes a cross-country road trip, looking for glimmers of hope through nostalgic memories and verse.",2020
s1833,Movie,Zozo,Josef Fares,"Imad Creidi, Antoinette Turk, Elias Gergi, Carmen Lebbos, Viktor Axelsson, Charbel Iskandar, Yasmine Awad","Sweden, Czech Republic, United Kingdom, Denmark, Netherlands",2020-10-19,2005,TV-MA,99 min,"Dramas, International Movies","When Lebanon's Civil War deprives Zozo of his family, he's left with grief and little means as he escapes to Sweden in search of his grandparents.",2020
s1834,Movie,ParaNorman,"Sam Fell, Chris Butler","Kodi Smit-McPhee, Tucker Albrizzi, Anna Kendrick, Casey Affleck, Christopher Mintz-Plasse, Leslie Mann, Jeff Garlin, Elaine Stritch, Bernard Hill, Jodelle Ferland, Tempestt Bledsoe, Alex Borstein, John Goodman",United States,2020-10-18,2012,PG,93 min,"Children & Family Movies, Comedies","When an army of zombies invades a small town, it's up to an odd local boy with a knack for communicating with the dead to save the day.",2020
s1835,TV Show,Start-Up,,"Bae Suzy, Nam Joo-hyuk, Kim Seon-ho, Kang Han-na, Kim Do-wan, Yu Su-bin, Stephanie Lee, Kim Hae-sook, Seo Yi-sook, Song Sun-mi",South Korea,2020-10-18,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.,2020
s1836,Movie,I Am Vengeance: Retaliation,Ross Boyask,"Stu Bennett, Vinnie Jones, Mark Griffin, Katrina Durden, Phoebe Robinson-Galvin, Sam Benjamin, David Schaal, Jessica-Jane Stafford, Bentley Kalu, Jean-Paul Ly",United Kingdom,2020-10-17,2020,R,82 min,Action & Adventure,"To clear his criminal record, an ex-special forces soldier agrees to lead a team to retrieve a double-crossing mercenary and deliver him to justice.",2020
s1837,Movie,Disconnect,"David 'Tosh' Gitonga, Michael Jones","Brenda Wairimu, Nick Mutuma, Catherine Kamau, Pascal Tokodi, Patricia Kihoro, Pierra Makena, Bridget Shighadi, Brian Ogola, Illya Frank, Aseem Sharma, Arthur Sanya, Justin Mirichii, Maqbul Mohammed",Kenya,2020-10-16,2018,TV-MA,107 min,"Comedies, International Movies, Romantic Movies",A group of singletons stumbles through the wild dating scene in Nairobi as two friends wonder if their relationship is more than platonic.,2020
s1838,TV Show,Grand Army,,"Odessa A’zion, Odley Jean, Amir Bageria, Maliq Johnson, Amalia Yoo, Alphonso Romero Jones II, Thelonius Serrell-Freed, Anthony Ippolito, Brian Altemus",United States,2020-10-16,2020,TV-MA,1 Season,"TV Dramas, Teen TV Shows","Five students at the largest public high school in Brooklyn take on a chaotic world as they fight to succeed, survive, break free and seize the future.",2020
s1839,Movie,In a Valley of Violence,Ti West,"Ethan Hawke, John Travolta, Taissa Farmiga, James Ransone, Karen Gillan, Toby Huss, Tommy Nohilly, Larry Fessenden, Michael Davis, Burn Gorman",United States,2020-10-16,2016,R,104 min,Action & Adventure,"After a quiet drifter is met with violence and bullying in a small town, he finds himself enmeshed in a vengeful struggle with the local marshal.",2020
s1840,TV Show,La Révolution,,"Amir El Kacem, Marilou Aussilloux, Lionel Erdogan, Isabel Aimé Gonzalez Sola, Julien Frison, Doudou Masta, Dimitri Storoge, Amélia Lacquemant, Coline Beal, Laurent Lucas, Gaia Weiss, Chiara Tantimonaco, Nina Tantimonaco, Pierre Andrau, Philippine Martinot, Jérémie Covillault",France,2020-10-16,2020,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","In a reimagined history, a mysterious disease besets 18th century France, culminating in a brutal clash between rebels and the aristocracy.",2020
s1841,TV Show,Someone Has to Die,Manolo Caro,"Carmen Maura, Cecilia Suárez, Ester Expósito, Ernesto Alterio, Alejandro Speitzer, Isaac Hernández, Carlos Cuevas, Mariola Fuentes, Pilar Castro, Juan Carlos Vellido, Eduardo Casanova, Manuel Morón, Javier Pereira","Mexico, Spain",2020-10-16,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","In conservative 1950s Spain, the alleged relationship between a young man and a Mexican ballerino creates an uproar of harrowing consequences.",2020
s1842,TV Show,The Last Kids on Earth,,"Nick Wolfhard, Charles Demers, Garland Whitt, Montse Hernandez, Brian Drummond, Giles Panton, Keith David",United States,2020-10-16,2020,TV-Y7,3 Seasons,"Kids' TV, TV Comedies","When zombies and monsters invade his hometown, a scrappy 13-year-old orphan teams up with his friends in hopes of surviving the chaos.",2020
s1843,Movie,The Trial of the Chicago 7,Aaron Sorkin,"Sacha Baron Cohen, Eddie Redmayne, Yahya Abdul-Mateen II, Jeremy Strong, Mark Rylance, Joseph Gordon-Levitt, Michael Keaton, Frank Langella, John Carroll Lynch, Alex Sharp, John Doman, Ben Shenkman","United States, United Kingdom, India",2020-10-16,2020,R,130 min,Dramas,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,2020
s1844,Movie,Unfriended,Levan Gabriadze,"Shelley Hennig, Moses Storm, Renee Olstead, Will Peltz, Jacob Wysocki, Courtney Halverson, Heather Sossaman, Matthew Bohrer, Mickey River, Cal Barnes","United States, Russia",2020-10-16,2014,R,83 min,"Horror Movies, Thrillers",Six teens whose cyberbullying drove their classmate to kill herself become the target of an online stalker with a lethal agenda.,2020
s1845,Movie,A Babysitter's Guide to Monster Hunting,Rachel Talalay,"Tamara Smart, Oona Laurence, Tom Felton, Troy Leigh-Anne Johnson, Lynn Masako Cheng, Ty Consiglio, Ian Ho, Indya Moore, Alessio Scalzotto, Tamsen McDonough",United States,2020-10-15,2020,TV-PG,99 min,Children & Family Movies,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween.",2020
s1846,Movie,Batman: The Killing Joke,Sam Liu,"Kevin Conroy, Mark Hamill, Tara Strong, Ray Wise, John DiMaggio, Robin Atkin Downes, Brian George, JP Karliak, Andrew Kishino, Nolan North",United States,2020-10-15,2016,R,77 min,Action & Adventure,The Joker makes life hell for the Gordon family in a monstrous attempt to prove to Batman that one bad day can drive a good man to madness.,2020
s1847,Movie,El-Khawaga's Dilemma,Peter Mimi,"Hassan El Raddad, Mohamed Lotfy, Hana El Zahed, Hassan Hosny, Majed El Masry, Mohamed Ezz, Samia Trabelsi, Yasser Al Zankalouni, Ahmed El Sobky, Bayoumi Fouad",Egypt,2020-10-15,2018,TV-14,94 min,"Action & Adventure, Comedies, International Movies","After a car crash, sparks fly for a financially struggling man and the daughter of a business tycoon, unraveling dark secrets and loose ends.",2020
s1848,TV Show,Fireman Sam,,"Steven Kynman, David Carling, Tegwen Tucker, Su Douglas, Andrew Hodwitz, Dave Pender, Lily Cassano, Carter Treneer, Sarah Lynn Strange",United Kingdom,2020-10-15,2018,TV-Y,4 Seasons,"British TV Shows, Kids' TV","Sharing valuable lessons in fire safety for preschoolers, Fireman Sam and his animated crew from Pontypandy, Wales, are ready for any emergency.",2020
s1849,TV Show,Half & Half,,"Rachel True, Essence Atkins, Telma Hopkins, Chico Benymon, Valarie Pettiford, Alec Mapa",United States,2020-10-15,2005,TV-14,4 Seasons,TV Comedies,"After two estranged half-sisters in their twenties find their lives suddenly entwined, they grow closer as they get to know more about each other.",2020
s1850,Movie,Kartini: Princess of Java,Hanung Bramantyo,"Dian Sastrowardoyo, Ayushita, Acha Septriasa, Deddy Sutomo, Christine Hakim, Djenar Maesa Ayu, Denny Sumargo, Adinia Wirasti, Reza Rahadian","Indonesia, Netherlands",2020-10-15,2017,TV-PG,118 min,"Dramas, International Movies",A woman of nobility battles patriarchal norms in order to improve educational access for women in early 1900s Indonesian society.,2020
s1851,Movie,Love Like the Falling Rain,Lasja Fauzia Susatyo,"Jefri Nichol, Aurora Ribero, Axel Matthew, Nadya Arina, Karina Suwandhi, Rebecca Klopper",Indonesia,2020-10-15,2020,TV-14,87 min,"Dramas, International Movies, Romantic Movies","Fearing rejection, a young man struggles to declare his feelings for his best friend, who soon falls for another man — until a fateful incident.",2020
s1852,TV Show,One on One,,"Flex Alexander, Kyla Pratt, Kelly Perine, Sicily Johnson, Robert Ri'chard",United States,2020-10-15,2006,TV-14,5 Seasons,"TV Comedies, Teen TV Shows","When his ex-wife lands a job abroad, athlete-turned-sportscaster Flex Washington assumes full-time custody of their teenage daughter, Breanna.",2020
s1853,TV Show,Power Rangers Beast Morphers,,"Rorrie D. Travis, Jazz Baduwalia, Jacqueline Scislowski, Abraham Rodríguez, Teuila Blakely, Kristina Ho, Cosme Flores, Kevin Copeland",United States,2020-10-15,2020,TV-Y7,2 Seasons,Kids' TV,A new breed of secret agents must stop a ruthless computer virus and its minions from stealing the unlimited clean energy source that created them.,2020
s1854,Movie,Rooting for Roona,"Pavitra Chalam, Akshay Shankar",,India,2020-10-15,2020,TV-PG,42 min,"Documentaries, International Movies","In rural India, a child with hydrocephalus gets a chance at life-changing surgery after her photos go viral. This documentary charts her journey.",2020
s1855,TV Show,Social Distance,,"Danielle Brooks, Oscar Nuñez, Mike Colter, Heather Burns, Okieriete Onaodowan, Ajay Naidu, Shakira Barrera, Steven Weber, Helena Howard, Daphne Rubin-Vega, Guillermo Díaz, Miguel Sandoval, Camila Perez, Gianna Aragon, Tom Costanzo, Luca Costanzo, Olli Haaskivi, Marsha Stephanie Blake, Isabella Ferreira, Rocco Luna, Larita Brooks, Misha Brooks, Liam Foley, Zoë Verbil, Anthony Norman, Brian Jordan Alvarez, Max Jenkins, Peter Vack, Rana Roy, Peter Scanavino, Ali Ahn, Tami Sagher, Barbara Rosenblat, Michael Mulheren, Leo Bai-Scanavino, Becky Ann Baker, Dylan Baker, Marcia DeBonis, Raymond Anthony Thomas, Sunita Mani, Kylie Liya Page, David Iacono, Lachlan Riley Watson, Niles Fitch, Will Meyers, Ava DeMary, Lydia Look, Asante Blackk, Ayize Ma'at, Lovie Simone",United States,2020-10-15,2020,TV-MA,1 Season,"TV Comedies, TV Dramas","Filmed in isolation, this narrative anthology series features both dark and funny takes on how people strive to stay connected while staying apart.",2020
s1856,Movie,A Choo,"Kevin Ko, Peter Tsi","Kai Ko, Ariel Lin, Darren Wang, Zhang Xiaolong, Louis Koo, Vanness Wu, Kate Tsui",Taiwan,2020-10-14,2020,TV-14,101 min,"Action & Adventure, International Movies, Romantic Movies","Determined to win the heart of his childhood crush from orphanage, EJ becomes a boxer with superpowers and soon confronts a formidable villain.",2020
s1857,Movie,BLACKPINK: Light Up the Sky,Caroline Suh,Blackpink,United States,2020-10-14,2020,TV-14,80 min,"Documentaries, Music & Musicals",Record-shattering Korean girl band BLACKPINK tell their story — and detail the hard-fought journey of the dreams and trials behind their meteoric rise.,2020
s1858,Movie,The Three Deaths of Marisela Escobedo,Carlos Pérez Osorio,,Mexico,2020-10-14,2020,TV-MA,110 min,"Documentaries, International Movies",This documentary examines a mother's tireless crusade to jail her daughter's murderer after Mexico's justice system failed to do so.,2020
s1859,Movie,Fida,Ken Ghosh,"Fardeen Khan, Kareena Kapoor, Shahid Kapoor, Kim Sharma, Akhilendra Mishra",India,2020-10-13,2004,TV-14,117 min,"International Movies, Romantic Movies, Thrillers",An all-around nice guy finds himself in a dangerous situation after he makes the ultimate sacrifice for the woman he loves in this drama.,2020
s1860,Movie,Octonauts & the Great Barrier Reef,Blair Simmons,"Simon Greenall, Rob Rackstraw, Jo Wyatt, Paul Buckley, Simon Foster, Teresa Gallagher, Richard Grieve, Michael Murphy, Paul Panting, Keith Wickham",United Kingdom,2020-10-13,2020,TV-Y,47 min,Children & Family Movies,"In this musical special, the Octonauts must find a way to hold back hungry swarms of coral-eating starfish to save a new friend’s fragile reef home.",2020
s1861,TV Show,The Cabin with Bert Kreischer,,"Bert Kreischer, Anthony Anderson, Caitlyn Jenner, Tom Segura, Joey Diaz, Nikki Glaser, Fortune Feimster, Bobby Lee, Donnell Rawlings, Kaley Cuoco, Joel McHale, Ms. Pat, Deon Cole, Big Jay Oakerson",United States,2020-10-13,2020,TV-MA,1 Season,"Reality TV, TV Comedies","Fast-living comic Bert Kreischer heads to a cabin for some self-care and invites his funny friends to join his quest to cleanse his mind, body and soul.",2020
s1862,Movie,Dil,Indra Kumar,"Aamir Khan, Madhuri Dixit, Saeed Jaffrey, Deven Verma, Anupam Kher, Shammi, Padma Rani, Rajesh Puri, Satyendra Kapoor",India,2020-10-12,1990,TV-14,165 min,"Comedies, Dramas, International Movies",A miser’s scheme to set his son up with a millionaire’s daughter backfires when the two actually fall in love — just as his sly charade is revealed.,2020
s1863,Movie,Disco Dancer,B. Subhash,"Mithun Chakraborty, Kim, Kalpana Iyer, Om Puri, Gita Siddharth, Yusuf Khan, Bob Christo, Om Shivpuri, Karan Razdan",India,2020-10-12,1982,TV-14,134 min,"Cult Movies, Dramas, International Movies","A poor boy grows up to be a famous disco dancer, hoping to use his art to exact revenge on the millionaire who once framed him and his mother for theft.",2020
s1864,Movie,Hunterrr,Harshavardhan Kulkarni,"Gulshan Devaiah, Radhika Apte, Sai Tamhankar, Veera Saxena, Sagar Deshmukh",India,2020-10-12,2015,TV-MA,140 min,"Comedies, International Movies, Romantic Movies",A sex-obsessed young man tries to put his past behind him when he falls for an extraordinary woman who makes him want to change his lifestyle.,2020
s1865,TV Show,Kipo and the Age of Wonderbeasts,,"Karen Fukuhara, Sydney Mikayla, Deon Cole, Coy Stewart, Dee Bradley Baker, Sterling K. Brown, Dan Stevens, Jake Green, Steve Blum",United States,2020-10-12,2020,TV-Y7,3 Seasons,"Kids' TV, TV Comedies","Making her way through a world of mutant animals, a sheltered yet scrappy girl learns how to survive – and get home – with help from her ragtag crew.",2020
s1866,Movie,Phir Hera Pheri,Neeraj Vora,"Akshay Kumar, Sunil Shetty, Paresh Rawal, Bipasha Basu, Rimi Sen, Johny Lever, Manoj Joshi, Rajpal Yadav, Sharat Saxena, Suresh Menon",India,2020-10-12,2006,TV-14,150 min,"Comedies, International Movies","Driven by greed, three rich friends seek to double their wealth and find themselves indebted to a ruthless gangster.",2020
s1867,Movie,The Legend of Bhagat Singh,Rajkumar Santoshi,"Ajay Devgn, Sushant Singh, D. Santosh, Akhilendra Mishra, Raj Babbar, Farida Jalal, Amrita Rao, Mukesh Tiwari",India,2020-10-12,2002,TV-14,156 min,"Dramas, International Movies","This biopic chronicles the life and times of iconic Indian revolutionary Bhagat Singh, who led an armed resistance against the British in the 1920.",2020
